district_number,district_name,school_number,school_name,alternative_school,school_year,grade_level,students_iss,students_suspended,students_expelled,students_placed_in_alternative_school,students_committed_zero_tolerance,students_total,percent of in school suspensions,percent suspended,percent_expelled,percent_placed_in_alternative_school,percent_committed_zero_tolerance
10,Anderson County,46,Grand Oaks Elementary,No,2020,04,0,0,0,0,0,45,0,0,0,0,0
10,Anderson County,46,Grand Oaks Elementary,No,2020,05,2,1,0,0,0,59,3.4,1.7,0,0,0
10,Anderson County,46,Grand Oaks Elementary,No,2020,K,0,0,0,0,0,50,0,0,0,0,0
10,Anderson County,50,Lake City Elementary,No,2020,01,4,3,0,0,0,68,5.9,4.4,0,0,0
10,Anderson County,50,Lake City Elementary,No,2020,02,4,1,0,0,0,72,5.6,1.4,0,0,0
10,Anderson County,50,Lake City Elementary,No,2020,03,3,0,0,0,0,74,4.1,0,0,0,0
10,Anderson County,50,Lake City Elementary,No,2020,04,6,0,0,0,0,83,7.2,0,0,0,0
10,Anderson County,50,Lake City Elementary,No,2020,05,3,1,0,0,0,77,3.9,1.3,0,0,0
10,Anderson County,50,Lake City Elementary,No,2020,K,1,1,0,0,0,81,1.2,1.2,0,0,0
10,Anderson County,55,Lake City Middle School,No,2020,06,12,10,0,0,0,95,12.6,10.5,0,0,0
10,Anderson County,55,Lake City Middle School,No,2020,07,17,19,0,0,0,103,16.5,18.4,0,0,0
10,Anderson County,55,Lake City Middle School,No,2020,08,17,16,1,0,0,103,16.5,15.5,1,0,0
10,Anderson County,70,Norris Elementary,No,2020,01,0,0,0,0,0,36,0,0,0,0,0
10,Anderson County,70,Norris Elementary,No,2020,02,0,0,0,0,0,33,0,0,0,0,0
10,Anderson County,70,Norris Elementary,No,2020,03,1,0,0,0,0,37,2.7,0,0,0,0
10,Anderson County,70,Norris Elementary,No,2020,04,0,1,0,0,0,45,0,2.2,0,0,0
10,Anderson County,70,Norris Elementary,No,2020,05,2,3,0,0,0,42,4.8,7.1,0,0,0
10,Anderson County,70,Norris Elementary,No,2020,K,0,0,0,0,0,51,0,0,0,0,0
10,Anderson County,75,Norris Middle School,No,2020,06,19,3,0,0,2,180,10.6,1.7,0,0,1.1
10,Anderson County,75,Norris Middle School,No,2020,07,21,8,0,0,0,179,11.7,4.5,0,0,0
10,Anderson County,75,Norris Middle School,No,2020,08,17,3,0,0,1,174,9.8,1.7,0,0,0.6
10,Anderson County,80,Norwood Elementary,No,2020,01,0,0,0,0,0,40,0,0,0,0,0
10,Anderson County,80,Norwood Elementary,No,2020,02,3,1,0,0,0,54,5.6,1.9,0,0,0
10,Anderson County,80,Norwood Elementary,No,2020,03,7,3,0,0,0,41,17.1,7.3,0,0,0
10,Anderson County,80,Norwood Elementary,No,2020,04,3,1,0,0,0,50,6,2,0,0,0
10,Anderson County,80,Norwood Elementary,No,2020,05,3,2,0,0,0,42,7.1,4.8,0,0,0
10,Anderson County,80,Norwood Elementary,No,2020,K,1,0,0,0,0,41,2.4,0,0,0,0
10,Anderson County,85,Norwood Middle School,No,2020,06,1,3,0,0,0,56,1.8,5.4,0,0,0
10,Anderson County,85,Norwood Middle School,No,2020,07,5,4,0,0,0,65,7.7,6.2,0,0,0
10,Anderson County,85,Norwood Middle School,No,2020,08,1,7,0,0,1,83,1.2,8.4,0,0,1.2
10,Anderson County,,,,2020,01,6,3,0,0,0,433,1.4,0.7,0,0,0
10,Anderson County,,,,2020,02,8,4,0,0,0,421,1.9,1,0,0,0
10,Anderson County,,,,2020,03,14,5,0,0,0,419,3.3,1.2,0,0,0
10,Anderson County,,,,2020,04,17,10,0,0,0,450,3.8,2.2,0,0,0
10,Anderson County,,,,2020,05,11,8,0,0,0,431,2.6,1.9,0,0,0
10,Anderson County,,,,2020,06,50,32,0,0,2,492,10.2,6.5,0,0,0.4
10,Anderson County,,,,2020,07,94,65,0,0,0,578,16.3,11.2,0,0,0
10,Anderson County,,,,2020,08,58,51,1,0,3,622,9.3,8.2,0.2,0,0.5
10,Anderson County,,,,2020,09,54,53,0,0,2,628,8.6,8.4,0,0,0.3
10,Anderson County,,,,2020,10,35,26,0,0,3,584,6,4.5,0,0,0.5
10,Anderson County,,,,2020,11,24,18,0,0,4,586,4.1,3.1,0,0,0.7
10,Anderson County,,,,2020,12,13,14,0,0,2,529,2.5,2.6,0,0,0.4
10,Anderson County,,,,2020,K,2,1,0,0,0,416,0.5,0.2,0,0,0
11,Clinton,5,Clinton Elementary,No,2020,01,0,1,0,0,0,92,0,1.1,0,0,0
11,Clinton,5,Clinton Elementary,No,2020,02,0,1,0,0,0,80,0,1.2,0,0,0
11,Clinton,5,Clinton Elementary,No,2020,03,0,1,0,0,0,86,0,1.2,0,0,0
11,Clinton,5,Clinton Elementary,No,2020,04,0,0,0,0,0,83,0,0,0,0,0
11,Clinton,5,Clinton Elementary,No,2020,05,0,1,0,0,0,89,0,1.1,0,0,0
11,Clinton,5,Clinton Elementary,No,2020,06,0,1,0,0,0,86,0,1.2,0,0,0
11,Clinton,5,Clinton Elementary,No,2020,K,0,2,0,0,0,82,0,2.4,0,0,0
11,Clinton,10,North Clinton Elementary,No,2020,01,1,0,0,0,0,28,3.6,0,0,0,0
11,Clinton,10,North Clinton Elementary,No,2020,02,0,0,0,0,0,31,0,0,0,0,0
11,Clinton,10,North Clinton Elementary,No,2020,03,0,0,0,0,0,32,0,0,0,0,0
11,Clinton,10,North Clinton Elementary,No,2020,04,0,0,0,0,0,29,0,0,0,0,0
11,Clinton,10,North Clinton Elementary,No,2020,05,0,1,0,0,0,22,0,4.5,0,0,0
11,Clinton,10,North Clinton Elementary,No,2020,06,0,0,0,0,0,17,0,0,0,0,0
11,Clinton,10,North Clinton Elementary,No,2020,K,0,0,0,0,0,32,0,0,0,0,0
11,Clinton,15,South Clinton Elementary,No,2020,01,0,2,0,0,0,42,0,4.8,0,0,0
11,Clinton,15,South Clinton Elementary,No,2020,02,0,1,0,0,0,39,0,2.6,0,0,0
11,Clinton,15,South Clinton Elementary,No,2020,03,0,0,0,0,0,48,0,0,0,0,0
11,Clinton,15,South Clinton Elementary,No,2020,04,0,1,0,0,0,37,0,2.7,0,0,0
11,Clinton,15,South Clinton Elementary,No,2020,05,3,0,0,0,0,48,6.2,0,0,0,0
11,Clinton,15,South Clinton Elementary,No,2020,06,0,1,0,0,0,44,0,2.3,0,0,0
11,Clinton,15,South Clinton Elementary,No,2020,K,0,0,0,0,0,47,0,0,0,0,0
11,Clinton,,,,2020,01,1,3,0,0,0,162,0.6,1.9,0,0,0
11,Clinton,,,,2020,02,0,2,0,0,0,149,0,1.3,0,0,0
11,Clinton,,,,2020,03,0,1,0,0,0,164,0,0.6,0,0,0
11,Clinton,,,,2020,04,0,1,0,0,0,148,0,0.7,0,0,0
11,Clinton,,,,2020,05,3,2,0,0,0,159,1.9,1.3,0,0,0
11,Clinton,,,,2020,06,0,2,0,0,0,147,0,1.4,0,0,0
11,Clinton,,,,2020,K,0,2,0,0,0,156,0,1.3,0,0,0
12,Oak Ridge,15,Glenwood Elementary,No,2020,01,0,0,0,0,0,82,0,0,0,0,0
12,Oak Ridge,15,Glenwood Elementary,No,2020,02,0,0,0,0,0,86,0,0,0,0,0
12,Oak Ridge,15,Glenwood Elementary,No,2020,03,0,3,0,0,0,94,0,3.2,0,0,0
12,Oak Ridge,15,Glenwood Elementary,No,2020,04,0,0,0,0,0,97,0,0,0,0,0
12,Oak Ridge,15,Glenwood Elementary,No,2020,K,0,0,0,0,0,81,0,0,0,0,0
12,Oak Ridge,25,Jefferson Middle School,No,2020,05,20,12,0,0,0,187,10.7,6.4,0,0,0
12,Oak Ridge,25,Jefferson Middle School,No,2020,06,26,16,0,0,0,187,13.9,8.6,0,0,0
12,Oak Ridge,25,Jefferson Middle School,No,2020,07,39,18,0,0,0,184,21.2,9.8,0,0,0
12,Oak Ridge,25,Jefferson Middle School,No,2020,08,30,16,0,0,0,190,15.8,8.4,0,0,0
12,Oak Ridge,30,Linden Elementary,No,2020,01,0,0,0,0,0,112,0,0,0,0,0
12,Oak Ridge,30,Linden Elementary,No,2020,02,0,1,0,0,0,89,0,1.1,0,0,0
12,Oak Ridge,30,Linden Elementary,No,2020,03,0,2,0,0,0,77,0,2.6,0,0,0
12,Oak Ridge,30,Linden Elementary,No,2020,04,0,1,0,0,0,106,0,0.9,0,0,0
12,Oak Ridge,30,Linden Elementary,No,2020,K,0,1,0,0,0,104,0,1,0,0,0
12,Oak Ridge,35,Oak Ridge High School,No,2020,09,49,38,0,4,2,417,11.8,9.1,0,1,0.5
12,Oak Ridge,35,Oak Ridge High School,No,2020,10,70,55,0,7,7,404,17.3,13.6,0,1.7,1.7
12,Oak Ridge,35,Oak Ridge High School,No,2020,11,45,24,0,4,3,403,11.2,6,0,1,0.7
12,Oak Ridge,35,Oak Ridge High School,No,2020,12,49,16,0,2,2,354,13.8,4.5,0,0.6,0.6
12,Oak Ridge,40,Robertsville Middle School,No,2020,05,17,14,0,0,0,178,9.6,7.9,0,0,0
12,Oak Ridge,40,Robertsville Middle School,No,2020,06,21,14,0,0,0,208,10.1,6.7,0,0,0
12,Oak Ridge,40,Robertsville Middle School,No,2020,07,31,19,0,0,3,212,14.6,9,0,0,1.4
12,Oak Ridge,40,Robertsville Middle School,No,2020,08,43,36,0,0,3,209,20.6,17.2,0,0,1.4
12,Oak Ridge,45,Willow Brook Elementary,No,2020,01,0,1,0,0,0,73,0,1.4,0,0,0
12,Oak Ridge,45,Willow Brook Elementary,No,2020,02,0,1,0,0,0,71,0,1.4,0,0,0
12,Oak Ridge,45,Willow Brook Elementary,No,2020,03,0,3,0,0,0,86,0,3.5,0,0,0
12,Oak Ridge,45,Willow Brook Elementary,No,2020,04,0,2,0,0,0,80,0,2.5,0,0,0
12,Oak Ridge,45,Willow Brook Elementary,No,2020,K,0,2,0,0,0,85,0,2.4,0,0,0
12,Oak Ridge,50,Woodland Elementary,No,2020,01,1,0,0,0,0,90,1.1,0,0,0,0
12,Oak Ridge,50,Woodland Elementary,No,2020,02,0,2,0,0,0,84,0,2.4,0,0,0
12,Oak Ridge,50,Woodland Elementary,No,2020,03,0,2,0,0,0,93,0,2.2,0,0,0
12,Oak Ridge,50,Woodland Elementary,No,2020,04,0,3,0,0,0,98,0,3.1,0,0,0
12,Oak Ridge,50,Woodland Elementary,No,2020,K,0,1,0,0,0,88,0,1.1,0,0,0
12,Oak Ridge,,,,2020,01,1,1,0,0,0,353,0.3,0.3,0,0,0
12,Oak Ridge,,,,2020,02,0,4,0,0,0,326,0,1.2,0,0,0
12,Oak Ridge,,,,2020,03,0,10,0,0,0,344,0,2.9,0,0,0
12,Oak Ridge,,,,2020,04,0,6,0,0,0,377,0,1.6,0,0,0
12,Oak Ridge,,,,2020,05,37,26,0,0,0,362,10.2,7.2,0,0,0
12,Oak Ridge,,,,2020,06,47,30,0,0,0,392,12,7.7,0,0,0
12,Oak Ridge,,,,2020,07,70,37,0,0,3,390,17.9,9.5,0,0,0.8
12,Oak Ridge,,,,2020,08,73,51,0,0,3,397,18.4,12.8,0,0,0.8
12,Oak Ridge,,,,2020,09,49,38,0,4,2,417,11.8,9.1,0,1,0.5
12,Oak Ridge,,,,2020,10,70,55,0,7,7,404,17.3,13.6,0,1.7,1.7
12,Oak Ridge,,,,2020,11,45,24,0,4,3,403,11.2,6,0,1,0.7
12,Oak Ridge,,,,2020,12,49,16,0,2,2,354,13.8,4.5,0,0.6,0.6
12,Oak Ridge,,,,2020,K,0,4,0,0,0,353,0,1.1,0,0,0
20,Bedford County,12,Cascade Elementary,No,2020,01,0,0,0,0,0,120,0,0,0,0,0
20,Bedford County,12,Cascade Elementary,No,2020,02,0,0,0,0,0,100,0,0,0,0,0
20,Bedford County,12,Cascade Elementary,No,2020,03,1,0,0,0,0,108,0.9,0,0,0,0
20,Bedford County,12,Cascade Elementary,No,2020,04,2,1,0,0,0,109,1.8,0.9,0,0,0
20,Bedford County,12,Cascade Elementary,No,2020,05,8,0,0,0,0,107,7.5,0,0,0,0
20,Bedford County,12,Cascade Elementary,No,2020,K,1,0,0,0,0,113,0.9,0,0,0,0
20,Bedford County,13,Cascade High School,No,2020,09,2,2,0,1,0,136,1.5,1.5,0,0.7,0
20,Bedford County,13,Cascade High School,No,2020,10,3,0,0,0,0,143,2.1,0,0,0,0
20,Bedford County,13,Cascade High School,No,2020,11,2,2,0,0,0,155,1.3,1.3,0,0,0
20,Bedford County,13,Cascade High School,No,2020,12,0,0,0,0,0,118,0,0,0,0,0
20,Bedford County,15,Eakin Elementary,No,2020,01,3,0,0,0,0,102,2.9,0,0,0,0
20,Bedford County,15,Eakin Elementary,No,2020,02,2,0,0,0,0,111,1.8,0,0,0,0
20,Bedford County,15,Eakin Elementary,No,2020,03,6,1,0,0,0,117,5.1,0.9,0,0,0
20,Bedford County,15,Eakin Elementary,No,2020,04,19,0,0,0,0,100,19,0,0,0,0
20,Bedford County,15,Eakin Elementary,No,2020,05,6,0,0,0,0,129,4.7,0,0,0,0
20,Bedford County,15,Eakin Elementary,No,2020,K,0,0,0,0,0,105,0,0,0,0,0
20,Bedford County,17,Cascade Middle School,No,2020,06,5,6,0,0,0,130,3.8,4.6,0,0,0
20,Bedford County,17,Cascade Middle School,No,2020,07,3,1,0,0,0,171,1.8,0.6,0,0,0
20,Bedford County,17,Cascade Middle School,No,2020,08,6,9,0,0,1,152,3.9,5.9,0,0,0.7
20,Bedford County,20,Shelbyville Central High School,No,2020,09,31,16,0,1,1,442,7,3.6,0,0.2,0.2
20,Bedford County,20,Shelbyville Central High School,No,2020,10,31,16,0,0,0,369,8.4,4.3,0,0,0
20,Bedford County,20,Shelbyville Central High School,No,2020,11,41,16,0,3,3,415,9.9,3.9,0,0.7,0.7
20,Bedford County,20,Shelbyville Central High School,No,2020,12,14,8,0,0,2,339,4.1,2.4,0,0,0.6
20,Bedford County,25,Harris Middle School,No,2020,06,53,26,0,0,0,393,13.5,6.6,0,0,0
20,Bedford County,25,Harris Middle School,No,2020,07,50,13,0,0,2,398,12.6,3.3,0,0,0.5
20,Bedford County,25,Harris Middle School,No,2020,08,45,11,0,4,4,367,12.3,3,0,1.1,1.1
20,Bedford County,33,Community Elementary School,No,2020,01,0,0,0,0,0,107,0,0,0,0,0
20,Bedford County,33,Community Elementary School,No,2020,02,0,0,0,0,0,110,0,0,0,0,0
20,Bedford County,33,Community Elementary School,No,2020,03,0,0,0,0,0,104,0,0,0,0,0
20,Bedford County,33,Community Elementary School,No,2020,04,1,0,0,0,0,119,0.8,0,0,0,0
20,Bedford County,33,Community Elementary School,No,2020,05,2,0,0,0,0,124,1.6,0,0,0,0
20,Bedford County,33,Community Elementary School,No,2020,K,0,0,0,0,0,113,0,0,0,0,0
20,Bedford County,35,Community High School,No,2020,09,27,2,0,3,3,185,14.6,1.1,0,1.6,1.6
20,Bedford County,35,Community High School,No,2020,10,23,0,0,0,0,160,14.4,0,0,0,0
20,Bedford County,35,Community High School,No,2020,11,14,0,0,4,4,146,9.6,0,0,2.7,2.7
20,Bedford County,35,Community High School,No,2020,12,10,0,0,1,1,124,8.1,0,0,0.8,0.8
20,Bedford County,37,Community Middle School,No,2020,06,9,0,0,0,0,151,6,0,0,0,0
20,Bedford County,37,Community Middle School,No,2020,07,20,5,0,0,0,171,11.7,2.9,0,0,0
20,Bedford County,37,Community Middle School,No,2020,08,11,1,0,0,0,136,8.1,0.7,0,0,0
20,Bedford County,39,Learning Way Elementary,No,2020,01,0,0,0,0,0,99,0,0,0,0,0
20,Bedford County,39,Learning Way Elementary,No,2020,02,2,0,0,0,0,116,1.7,0,0,0,0
20,Bedford County,39,Learning Way Elementary,No,2020,03,3,0,0,0,0,106,2.8,0,0,0,0
20,Bedford County,39,Learning Way Elementary,No,2020,04,11,3,0,0,0,93,11.8,3.2,0,0,0
20,Bedford County,39,Learning Way Elementary,No,2020,05,7,0,0,0,0,103,6.8,0,0,0,0
20,Bedford County,39,Learning Way Elementary,No,2020,K,0,0,0,0,0,97,0,0,0,0,0
20,Bedford County,40,East Side Elementary,No,2020,01,1,0,0,0,0,91,1.1,0,0,0,0
20,Bedford County,40,East Side Elementary,No,2020,02,0,0,0,0,0,71,0,0,0,0,0
20,Bedford County,40,East Side Elementary,No,2020,03,1,0,0,0,0,82,1.2,0,0,0,0
20,Bedford County,40,East Side Elementary,No,2020,04,1,0,0,0,0,80,1.2,0,0,0,0
20,Bedford County,40,East Side Elementary,No,2020,05,1,0,0,0,0,76,1.3,0,0,0,0
20,Bedford County,40,East Side Elementary,No,2020,K,0,0,0,0,0,70,0,0,0,0,0
20,Bedford County,53,Liberty Elementary,No,2020,01,0,0,0,0,0,69,0,0,0,0,0
20,Bedford County,53,Liberty Elementary,No,2020,02,0,0,0,0,0,84,0,0,0,0,0
20,Bedford County,53,Liberty Elementary,No,2020,03,0,0,0,0,0,88,0,0,0,0,0
20,Bedford County,53,Liberty Elementary,No,2020,04,0,0,0,0,0,96,0,0,0,0,0
20,Bedford County,53,Liberty Elementary,No,2020,05,0,0,0,0,0,103,0,0,0,0,0
20,Bedford County,53,Liberty Elementary,No,2020,06,0,0,0,0,0,104,0,0,0,0,0
20,Bedford County,53,Liberty Elementary,No,2020,07,0,0,0,0,0,88,0,0,0,0,0
20,Bedford County,53,Liberty Elementary,No,2020,08,0,0,0,0,0,91,0,0,0,0,0
20,Bedford County,53,Liberty Elementary,No,2020,K,0,0,0,0,0,69,0,0,0,0,0
20,Bedford County,75,South Side Elementary,No,2020,01,0,0,0,0,0,75,0,0,0,0,0
20,Bedford County,75,South Side Elementary,No,2020,02,0,1,0,0,0,71,0,1.4,0,0,0
20,Bedford County,75,South Side Elementary,No,2020,03,0,3,0,0,0,71,0,4.2,0,0,0
20,Bedford County,75,South Side Elementary,No,2020,04,0,1,0,0,0,72,0,1.4,0,0,0
20,Bedford County,75,South Side Elementary,No,2020,05,0,0,0,0,0,67,0,0,0,0,0
20,Bedford County,75,South Side Elementary,No,2020,K,0,0,0,0,0,70,0,0,0,0,0
20,Bedford County,78,Thomas Magnet Elementary School,No,2020,01,0,0,0,0,0,59,0,0,0,0,0
20,Bedford County,78,Thomas Magnet Elementary School,No,2020,02,0,0,0,0,0,61,0,0,0,0,0
20,Bedford County,78,Thomas Magnet Elementary School,No,2020,03,0,0,0,0,0,63,0,0,0,0,0
20,Bedford County,78,Thomas Magnet Elementary School,No,2020,04,0,0,0,0,0,59,0,0,0,0,0
20,Bedford County,78,Thomas Magnet Elementary School,No,2020,05,2,0,0,0,0,65,3.1,0,0,0,0
20,Bedford County,78,Thomas Magnet Elementary School,No,2020,K,0,0,0,0,0,64,0,0,0,0,0
20,Bedford County,,,,2020,01,4,0,0,0,0,691,0.6,0,0,0,0
20,Bedford County,,,,2020,02,4,1,0,0,0,701,0.6,0.1,0,0,0
20,Bedford County,,,,2020,03,11,4,0,0,0,712,1.5,0.6,0,0,0
20,Bedford County,,,,2020,04,34,5,0,0,0,706,4.8,0.7,0,0,0
20,Bedford County,,,,2020,05,26,0,0,0,0,738,3.5,0,0,0,0
20,Bedford County,,,,2020,06,67,31,0,0,0,755,8.9,4.1,0,0,0
20,Bedford County,,,,2020,07,73,19,0,0,2,803,9.1,2.4,0,0,0.2
20,Bedford County,,,,2020,08,62,21,0,4,5,733,8.5,2.9,0,0.5,0.7
20,Bedford County,,,,2020,09,60,20,0,5,4,748,8,2.7,0,0.7,0.5
20,Bedford County,,,,2020,10,57,16,0,0,0,663,8.6,2.4,0,0,0
20,Bedford County,,,,2020,11,57,18,0,7,7,704,8.1,2.6,0,1,1
20,Bedford County,,,,2020,12,24,8,0,1,3,580,4.1,1.4,0,0.2,0.5
20,Bedford County,,,,2020,K,1,0,0,0,0,675,0.1,0,0,0,0
30,Benton County,10,Big Sandy School,No,2020,01,0,0,0,0,0,28,0,0,0,0,0
30,Benton County,10,Big Sandy School,No,2020,02,0,0,0,0,0,19,0,0,0,0,0
30,Benton County,10,Big Sandy School,No,2020,03,0,0,0,0,0,23,0,0,0,0,0
30,Benton County,10,Big Sandy School,No,2020,04,0,0,0,0,0,18,0,0,0,0,0
30,Benton County,10,Big Sandy School,No,2020,05,0,0,0,0,0,20,0,0,0,0,0
30,Benton County,10,Big Sandy School,No,2020,06,0,0,0,0,0,17,0,0,0,0,0
30,Benton County,10,Big Sandy School,No,2020,07,0,0,0,0,0,24,0,0,0,0,0
30,Benton County,10,Big Sandy School,No,2020,08,0,0,0,0,0,25,0,0,0,0,0
30,Benton County,10,Big Sandy School,No,2020,09,0,0,0,0,0,25,0,0,0,0,0
30,Benton County,10,Big Sandy School,No,2020,10,0,0,0,0,0,23,0,0,0,0,0
30,Benton County,10,Big Sandy School,No,2020,11,0,0,0,0,0,18,0,0,0,0,0
30,Benton County,10,Big Sandy School,No,2020,12,0,0,0,0,0,21,0,0,0,0,0
30,Benton County,10,Big Sandy School,No,2020,K,0,0,0,0,0,19,0,0,0,0,0
30,Benton County,15,Briarwood School,No,2020,03,0,0,0,0,0,132,0,0,0,0,0
30,Benton County,15,Briarwood School,No,2020,04,0,0,0,0,0,146,0,0,0,0,0
30,Benton County,15,Briarwood School,No,2020,05,5,0,0,0,0,138,3.6,0,0,0,0
30,Benton County,20,Camden Elementary,No,2020,01,0,0,0,0,0,151,0,0,0,0,0
30,Benton County,20,Camden Elementary,No,2020,02,0,0,0,0,0,124,0,0,0,0,0
30,Benton County,20,Camden Elementary,No,2020,K,0,0,0,0,0,129,0,0,0,0,0
30,Benton County,25,Camden Central High School,No,2020,09,0,0,0,0,0,140,0,0,0,0,0
30,Benton County,25,Camden Central High School,No,2020,10,0,0,1,1,0,154,0,0,0.6,0.6,0
30,Benton County,25,Camden Central High School,No,2020,11,0,0,0,1,0,126,0,0,0,0.8,0
30,Benton County,25,Camden Central High School,No,2020,12,0,0,0,0,0,152,0,0,0,0,0
30,Benton County,27,Camden Jr High School,No,2020,06,12,0,0,0,0,135,8.9,0,0,0,0
30,Benton County,27,Camden Jr High School,No,2020,07,9,0,0,0,0,145,6.2,0,0,0,0
30,Benton County,27,Camden Jr High School,No,2020,08,18,0,0,0,0,130,13.8,0,0,0,0
30,Benton County,30,Holladay Elementary,No,2020,01,,,,,,,,,,,
30,Benton County,30,Holladay Elementary,No,2020,02,0,0,0,0,0,19,0,0,0,0,0
30,Benton County,30,Holladay Elementary,No,2020,03,0,0,0,0,0,15,0,0,0,0,0
30,Benton County,30,Holladay Elementary,No,2020,04,0,0,0,0,0,15,0,0,0,0,0
30,Benton County,30,Holladay Elementary,No,2020,05,0,0,0,0,0,17,0,0,0,0,0
30,Benton County,30,Holladay Elementary,No,2020,06,0,0,0,0,0,21,0,0,0,0,0
30,Benton County,30,Holladay Elementary,No,2020,07,0,0,0,0,0,15,0,0,0,0,0
30,Benton County,30,Holladay Elementary,No,2020,08,0,0,0,0,0,20,0,0,0,0,0
30,Benton County,30,Holladay Elementary,No,2020,K,0,0,0,0,0,12,0,0,0,0,0
30,Benton County,,,,2020,01,0,0,0,0,0,188,0,0,0,0,0
30,Benton County,,,,2020,02,0,0,0,0,0,161,0,0,0,0,0
30,Benton County,,,,2020,03,0,0,0,0,0,168,0,0,0,0,0
30,Benton County,,,,2020,04,0,0,0,0,0,176,0,0,0,0,0
30,Benton County,,,,2020,05,5,0,0,0,0,171,2.9,0,0,0,0
30,Benton County,,,,2020,06,12,0,0,0,0,173,6.9,0,0,0,0
30,Benton County,,,,2020,07,9,0,0,0,0,183,4.9,0,0,0,0
30,Benton County,,,,2020,08,18,0,0,0,0,175,10.3,0,0,0,0
30,Benton County,,,,2020,09,0,0,0,0,0,164,0,0,0,0,0
30,Benton County,,,,2020,10,0,0,1,1,0,177,0,0,0.6,0.6,0
30,Benton County,,,,2020,11,0,0,0,1,0,144,0,0,0,0.7,0
30,Benton County,,,,2020,12,0,0,0,0,0,172,0,0,0,0,0
30,Benton County,,,,2020,K,0,0,0,0,0,157,0,0,0,0,0
40,Bledsoe County,5,Bledsoe County High School,No,2020,09,19,3,0,0,0,147,12.9,2,0,0,0
40,Bledsoe County,5,Bledsoe County High School,No,2020,10,14,3,0,0,0,135,10.4,2.2,0,0,0
40,Bledsoe County,5,Bledsoe County High School,No,2020,11,10,5,0,0,0,136,7.4,3.7,0,0,0
40,Bledsoe County,5,Bledsoe County High School,No,2020,12,7,5,0,0,1,129,5.4,3.9,0,0,0.8
40,Bledsoe County,6,Bledsoe County Middle School,No,2020,06,0,0,0,0,0,128,0,0,0,0,0
40,Bledsoe County,6,Bledsoe County Middle School,No,2020,07,0,0,0,0,0,146,0,0,0,0,0
40,Bledsoe County,6,Bledsoe County Middle School,No,2020,08,0,2,0,0,0,147,0,1.4,0,0,0
40,Bledsoe County,10,Cecil B Rigsby Elementary,No,2020,01,0,0,0,0,0,32,0,0,0,0,0
40,Bledsoe County,10,Cecil B Rigsby Elementary,No,2020,02,0,0,0,0,0,31,0,0,0,0,0
40,Bledsoe County,10,Cecil B Rigsby Elementary,No,2020,03,0,0,0,0,0,27,0,0,0,0,0
40,Bledsoe County,10,Cecil B Rigsby Elementary,No,2020,04,0,0,0,0,0,32,0,0,0,0,0
40,Bledsoe County,10,Cecil B Rigsby Elementary,No,2020,05,0,2,0,0,0,27,0,7.4,0,0,0
40,Bledsoe County,10,Cecil B Rigsby Elementary,No,2020,K,0,0,0,0,0,26,0,0,0,0,0
40,Bledsoe County,25,Mary V Wheeler Elementary,No,2020,01,0,0,0,0,0,40,0,0,0,0,0
40,Bledsoe County,25,Mary V Wheeler Elementary,No,2020,02,0,0,0,0,0,36,0,0,0,0,0
40,Bledsoe County,25,Mary V Wheeler Elementary,No,2020,03,0,0,0,0,0,46,0,0,0,0,0
40,Bledsoe County,25,Mary V Wheeler Elementary,No,2020,04,0,1,0,0,0,34,0,2.9,0,0,0
40,Bledsoe County,25,Mary V Wheeler Elementary,No,2020,05,0,0,0,0,0,40,0,0,0,0,0
40,Bledsoe County,25,Mary V Wheeler Elementary,No,2020,K,0,0,0,0,0,25,0,0,0,0,0
40,Bledsoe County,30,Pikeville Elementary,No,2020,01,0,0,0,0,0,59,0,0,0,0,0
40,Bledsoe County,30,Pikeville Elementary,No,2020,02,0,0,0,0,0,63,0,0,0,0,0
40,Bledsoe County,30,Pikeville Elementary,No,2020,03,0,1,0,0,0,64,0,1.6,0,0,0
40,Bledsoe County,30,Pikeville Elementary,No,2020,04,0,0,0,0,0,63,0,0,0,0,0
40,Bledsoe County,30,Pikeville Elementary,No,2020,05,0,1,0,0,0,68,0,1.5,0,0,0
40,Bledsoe County,30,Pikeville Elementary,No,2020,K,0,0,0,0,0,69,0,0,0,0,0
40,Bledsoe County,,,,2020,01,0,0,0,0,0,129,0,0,0,0,0
40,Bledsoe County,,,,2020,02,0,0,0,0,0,126,0,0,0,0,0
40,Bledsoe County,,,,2020,03,0,1,0,0,0,135,0,0.7,0,0,0
40,Bledsoe County,,,,2020,04,0,1,0,0,0,128,0,0.8,0,0,0
40,Bledsoe County,,,,2020,05,0,3,0,0,0,132,0,2.3,0,0,0
40,Bledsoe County,,,,2020,06,0,0,0,0,0,128,0,0,0,0,0
40,Bledsoe County,,,,2020,07,0,0,0,0,0,146,0,0,0,0,0
40,Bledsoe County,,,,2020,08,0,2,0,0,0,147,0,1.4,0,0,0
40,Bledsoe County,,,,2020,09,19,3,0,0,0,147,12.9,2,0,0,0
40,Bledsoe County,,,,2020,10,14,3,0,0,0,135,10.4,2.2,0,0,0
40,Bledsoe County,,,,2020,11,10,5,0,0,0,136,7.4,3.7,0,0,0
40,Bledsoe County,,,,2020,12,7,5,0,0,1,129,5.4,3.9,0,0,0.8
40,Bledsoe County,,,,2020,K,0,0,0,0,0,117,0,0,0,0,0
