district_number,district_name,school_number,school_name,school_year,gender,students_in_school_suspension,students_suspended,students_expelled,students_placed_in_alternative_school,students_committed_zero_tolerance,students_total,percent_in_school_suspension,percent_suspended,percent_expelled,percent_placed_in_alternative_school,percent_committed_zero_tolerance
161,Manchester,,,2020,Female,3,0,0,0,0,728,0.4,0,0,0,0
161,Manchester,,,2020,Male,2,0,0,0,0,779,0.3,0,0,0,0
162,Tullahoma,5,Bel Aire Elementary,2020,Female,0,0,0,0,0,179,0,0,0,0,0
162,Tullahoma,5,Bel Aire Elementary,2020,Male,0,0,0,0,0,194,0,0,0,0,0
162,Tullahoma,15,East Middle School,2020,Female,1,0,0,0,0,222,0.5,0,0,0,0
162,Tullahoma,15,East Middle School,2020,Male,1,0,0,0,0,242,0.4,0,0,0,0
162,Tullahoma,20,East Lincoln Elementary,2020,Female,0,0,0,0,0,233,0,0,0,0,0
162,Tullahoma,20,East Lincoln Elementary,2020,Male,2,3,0,0,0,233,0.9,1.3,0,0,0
162,Tullahoma,23,Jack T Farrar Elementary,2020,Female,0,0,0,0,0,168,0,0,0,0,0
162,Tullahoma,23,Jack T Farrar Elementary,2020,Male,0,0,0,0,0,192,0,0,0,0,0
162,Tullahoma,25,Robert E Lee Elementary,2020,Female,0,0,0,0,0,237,0,0,0,0,0
162,Tullahoma,25,Robert E Lee Elementary,2020,Male,0,0,0,0,0,233,0,0,0,0,0
162,Tullahoma,35,Tullahoma High School,2020,Female,28,12,0,0,2,527,5.3,2.3,0,0,0.4
162,Tullahoma,35,Tullahoma High School,2020,Male,55,46,1,0,5,585,9.4,7.9,0.2,0,0.9
162,Tullahoma,40,West Middle School,2020,Female,1,0,0,0,0,246,0.4,0,0,0,0
162,Tullahoma,40,West Middle School,2020,Male,7,0,0,0,0,262,2.7,0,0,0,0
162,Tullahoma,,,2020,Female,30,12,0,0,2,1798,1.7,0.7,0,0,0.1
162,Tullahoma,,,2020,Male,65,49,1,0,5,1924,3.4,2.5,0.1,0,0.3
170,Crockett County,3,Crockett County High School,2020,Female,22,0,0,7,0,444,5,0,0,1.6,0
170,Crockett County,3,Crockett County High School,2020,Male,34,0,0,29,0,470,7.2,0,0,6.2,0
170,Crockett County,12,Crockett County Middle School,2020,Female,16,0,0,4,1,325,4.9,0,0,1.2,0.3
170,Crockett County,12,Crockett County Middle School,2020,Male,41,0,0,5,0,310,13.2,0,0,1.6,0
170,Crockett County,20,Friendship Elementary,2020,Female,0,0,0,0,0,60,0,0,0,0,0
170,Crockett County,20,Friendship Elementary,2020,Male,0,0,0,0,0,60,0,0,0,0,0
170,Crockett County,25,Gadsden Elementary,2020,Female,0,0,0,0,0,75,0,0,0,0,0
170,Crockett County,25,Gadsden Elementary,2020,Male,0,0,0,0,0,62,0,0,0,0,0
170,Crockett County,40,Maury City Elementary,2020,Female,0,0,0,0,0,116,0,0,0,0,0
170,Crockett County,40,Maury City Elementary,2020,Male,0,0,0,0,0,114,0,0,0,0,0
170,Crockett County,,,2020,Female,38,0,0,11,1,1018,3.7,0,0,1.1,0.1
170,Crockett County,,,2020,Male,75,0,0,34,0,1016,7.4,0,0,3.3,0
171,Alamo,5,Alamo Elementary,2020,Female,0,0,0,0,0,308,0,0,0,0,0
171,Alamo,5,Alamo Elementary,2020,Male,12,0,0,0,0,293,4.1,0,0,0,0
171,Alamo,,,2020,Female,0,0,0,0,0,308,0,0,0,0,0
171,Alamo,,,2020,Male,12,0,0,0,0,293,4.1,0,0,0,0
172,Bells,5,Bells Elementary,2020,Female,0,0,0,0,0,209,0,0,0,0,0
172,Bells,5,Bells Elementary,2020,Male,0,0,0,0,0,173,0,0,0,0,0
172,Bells,,,2020,Female,0,0,0,0,0,209,0,0,0,0,0
172,Bells,,,2020,Male,0,0,0,0,0,173,0,0,0,0,0
180,Cumberland County,8,Frank P. Brown Elementary,2020,Female,0,0,0,0,0,282,0,0,0,0,0
180,Cumberland County,8,Frank P. Brown Elementary,2020,Male,3,1,0,0,0,297,1,0.3,0,0,0
180,Cumberland County,10,Homestead Elementary School,2020,Female,8,0,0,1,0,362,2.2,0,0,0.3,0
180,Cumberland County,10,Homestead Elementary School,2020,Male,23,1,0,1,1,352,6.5,0.3,0,0.3,0.3
180,Cumberland County,15,Crab Orchard Elementary,2020,Female,0,0,0,0,0,238,0,0,0,0,0
180,Cumberland County,15,Crab Orchard Elementary,2020,Male,0,0,0,0,0,247,0,0,0,0,0
180,Cumberland County,25,Cumberland County High School,2020,Female,0,0,0,0,0,508,0,0,0,0,0
180,Cumberland County,25,Cumberland County High School,2020,Male,0,1,0,0,0,543,0,0.2,0,0,0
180,Cumberland County,33,Glenn Martin Elementary,2020,Female,4,2,0,3,2,354,1.1,0.6,0,0.8,0.6
180,Cumberland County,33,Glenn Martin Elementary,2020,Male,19,0,0,0,0,397,4.8,0,0,0,0
180,Cumberland County,53,North Cumberland Elementary,2020,Female,0,2,1,0,0,330,0,0.6,0.3,0,0
180,Cumberland County,53,North Cumberland Elementary,2020,Male,19,2,0,2,0,354,5.4,0.6,0,0.6,0
180,Cumberland County,55,Pine View Elementary,2020,Female,0,0,0,0,0,78,0,0,0,0,0
180,Cumberland County,55,Pine View Elementary,2020,Male,3,0,0,0,0,83,3.6,0,0,0,0
180,Cumberland County,60,Pleasant Hill Elementary,2020,Female,5,0,0,0,0,311,1.6,0,0,0,0
180,Cumberland County,60,Pleasant Hill Elementary,2020,Male,11,4,0,0,0,343,3.2,1.2,0,0,0
180,Cumberland County,73,South Cumberland Elementary,2020,Female,3,0,0,0,0,297,1,0,0,0,0
180,Cumberland County,73,South Cumberland Elementary,2020,Male,15,5,0,0,0,302,5,1.7,0,0,0
180,Cumberland County,74,Stone Elementary,2020,Female,0,0,0,0,0,393,0,0,0,0,0
180,Cumberland County,74,Stone Elementary,2020,Male,0,0,0,0,0,391,0,0,0,0,0
180,Cumberland County,79,Stone Memorial High School,2020,Female,51,5,0,0,2,518,9.8,1,0,0,0.4
180,Cumberland County,79,Stone Memorial High School,2020,Male,156,22,0,0,5,555,28.1,4,0,0,0.9
180,Cumberland County,85,The Phoenix School,2020,Female,0,1,0,0,0,42,0,2.4,0,0,0
180,Cumberland County,85,The Phoenix School,2020,Male,2,4,0,0,1,71,2.8,5.6,0,0,1.4
180,Cumberland County,,,2020,Female,71,10,1,4,4,3578,2,0.3,0,0.1,0.1
180,Cumberland County,,,2020,Male,251,40,0,3,7,3809,6.6,1.1,0,0.1,0.2
190,Davidson County,1,A. Z. Kelley Elementary,2020,Female,3,2,0,0,0,488,0.6,0.4,0,0,0
